
   INFO  Server running on [http://0.0.0.0:8000].  

  Press Ctrl+C to stop the server
  2026-09-12 00:40:38 /js/alpine.min.js ............................ ~ 0.01ms
  2026-09-12 00:40:38 /fonts/cairo-latin.woff2 ..................... ~ 0.01ms
  2026-09-12 00:40:39 /department/inventory ........................ ~ 0.10ms
  2026-09-12 00:40:40 /fonts/cairo-arabic.woff2 .................... ~ 0.04ms
  2026-09-12 00:40:40 /css/app.css?v=1789168546 .................... ~ 0.17ms
  2026-09-12 00:40:40 /logo.jpg .................................... ~ 0.28ms
  2026-09-12 00:40:40 /js/alpine.min.js ............................ ~ 0.01ms
  2026-09-12 00:40:40 /fonts/cairo-latin.woff2 ..................... ~ 0.01ms
  2026-09-12 00:40:41 /department/financial ........................ ~ 0.11ms
  2026-09-12 00:40:41 /css/app.css?v=1789168546 .................... ~ 0.04ms
  2026-09-12 00:40:41 /fonts/cairo-arabic.woff2 .................... ~ 0.16ms
  2026-09-12 00:40:41 /logo.jpg .................................... ~ 0.27ms
  2026-09-12 00:40:41 /js/alpine.min.js ............................ ~ 0.35ms
  2026-09-12 00:40:41 /fonts/cairo-latin.woff2 ..................... ~ 0.01ms
  2026-09-12 00:41:07 /logout ...................................... ~ 0.11ms
  2026-09-12 00:41:07 / .......................................... ~ 500.41ms
  2026-09-12 00:41:07 /css/app.css?v=1789168546 .................... ~ 0.04ms
  2026-09-12 00:41:07 /fonts/cairo-arabic.woff2 .................... ~ 0.17ms
  2026-09-12 00:41:07 /logo.jpg .................................... ~ 0.27ms
  2026-09-12 00:41:07 /js/alpine.min.js ............................ ~ 0.01ms
  2026-09-12 00:41:07 /fonts/cairo-latin.woff2 ..................... ~ 0.01ms
  2026-09-12 00:41:09 /login ....................................... ~ 0.11ms
  2026-09-12 00:41:09 /css/app.css?v=1789168546 .................... ~ 0.04ms
  2026-09-12 00:41:09 /fonts/cairo-arabic.woff2 .................... ~ 0.16ms
  2026-09-12 00:41:09 /logo.jpg .................................... ~ 0.27ms
  2026-09-12 00:41:09 /js/alpine.min.js ............................ ~ 0.31ms
  2026-09-12 00:41:09 /fonts/cairo-latin.woff2 ..................... ~ 0.02ms
  2026-09-12 00:41:11 /login ....................................... ~ 0.13ms
  2026-09-12 00:41:11 /reception ................................... ~ 0.10ms
  2026-09-12 00:41:11 /css/app.css?v=1789168546 .................... ~ 0.04ms
  2026-09-12 00:41:11 /fonts/cairo-arabic.woff2 .................... ~ 0.14ms
  2026-09-12 00:41:11 /logo.jpg .................................... ~ 0.25ms
  2026-09-12 00:41:11 /js/alpine.min.js ............................ ~ 0.02ms
  2026-09-12 00:41:11 /fonts/cairo-latin.woff2 ..................... ~ 0.02ms
  2026-09-12 00:41:14 /reception/requests/16 ....................... ~ 0.10ms
  2026-09-12 00:41:14 /css/app.css?v=1789168546 .................... ~ 0.03ms
  2026-09-12 00:41:14 /fonts/cairo-arabic.woff2 .................... ~ 0.15ms
  2026-09-12 00:41:14 /logo.jpg .................................... ~ 0.25ms
  2026-09-12 00:41:14 /js/alpine.min.js ............................ ~ 0.02ms
  2026-09-12 00:41:14 /fonts/cairo-latin.woff2 ..................... ~ 0.03ms
  2026-09-12 00:41:16 /reception/customers ......................... ~ 0.10ms
  2026-09-12 00:41:16 /css/app.css?v=1789168546 .................... ~ 0.03ms
  2026-09-12 00:41:16 /fonts/cairo-arabic.woff2 .................... ~ 0.14ms
  2026-09-12 00:41:16 /logo.jpg .................................... ~ 0.25ms
  2026-09-12 00:41:16 /js/alpine.min.js ............................ ~ 0.03ms
  2026-09-12 00:41:16 /fonts/cairo-latin.woff2 ..................... ~ 0.01ms
  2026-09-12 00:41:49 /reception/requests/16 ....................... ~ 0.11ms
  2026-09-12 00:41:49 /css/app.css?v=1789168546 .................... ~ 0.12ms
  2026-09-12 00:41:49 /fonts/cairo-arabic.woff2 .................... ~ 0.26ms
  2026-09-12 00:41:49 /logo.jpg .................................... ~ 0.38ms
  2026-09-12 00:41:49 /js/alpine.min.js ............................ ~ 0.02ms
  2026-09-12 00:41:49 /fonts/cairo-latin.woff2 ..................... ~ 0.01ms
  2026-09-12 00:42:05 /reception/requests/16 ..................... ~ 500.36ms
  2026-09-12 00:42:05 /css/app.css?v=1789168546 .................... ~ 0.04ms
  2026-09-12 00:42:05 /fonts/cairo-arabic.woff2 .................... ~ 0.14ms
  2026-09-12 00:42:05 /logo.jpg .................................... ~ 0.25ms
  2026-09-12 00:42:05 /js/alpine.min.js ............................ ~ 0.02ms
  2026-09-12 00:42:06 /fonts/cairo-latin.woff2 ..................... ~ 0.01ms
  2026-09-12 00:42:17 /reception/requests/16 ....................... ~ 0.08ms
  2026-09-12 00:42:17 /fonts/cairo-arabic.woff2 .................... ~ 0.12ms
  2026-09-12 00:42:17 /css/app.css?v=1789168546 .................... ~ 0.02ms
  2026-09-12 00:42:17 /logo.jpg .................................... ~ 0.01ms
  2026-09-12 00:42:17 /js/alpine.min.js ............................ ~ 0.01ms
  2026-09-12 00:42:17 /fonts/cairo-latin.woff2 ..................... ~ 0.01ms
  2026-09-12 00:42:44 /reception/requests/16 ....................... ~ 0.15ms
  2026-09-12 00:42:44 /login ....................................... ~ 0.08ms
  2026-09-12 00:42:44 /reception/requests/16.md .................... ~ 0.03ms
  2026-09-12 00:42:44 /login ....................................... ~ 0.02ms
  2026-09-12 00:42:44 /reception/requests/16/llms.txt ............ ~ 500.40ms
  2026-09-12 00:42:44 /reception/requests/llms.txt ................. ~ 0.02ms
  2026-09-12 00:42:44 /login ....................................... ~ 0.02ms
  2026-09-12 00:42:44 /reception/llms.txt .......................... ~ 0.02ms
  2026-09-12 00:42:44 /llms.txt .................................... ~ 0.01ms
  2026-09-12 00:43:39 /reception/lookup ............................ ~ 0.10ms
  2026-09-12 00:43:39 /reception/lookup ............................ ~ 0.02ms
  2026-09-12 00:43:57 /reception/requests/6 ...................... ~ 500.41ms
  2026-09-12 00:43:57 /reception/lookup ............................ ~ 0.02ms
  2026-09-12 00:44:15 /login ..................................... ~ 500.43ms
  2026-09-12 00:44:15 /login ....................................... ~ 0.02ms
  2026-09-12 00:44:15 /login ....................................... ~ 0.01ms
  2026-09-12 00:44:15 /login ..................................... ~ 500.50ms
  2026-09-12 00:44:16 /login ....................................... ~ 0.03ms
  2026-09-12 00:44:16 /login ..................................... ~ 500.39ms
  2026-09-12 00:44:16 /reception ................................... ~ 0.02ms
  2026-09-12 00:44:16 /reception/inventory ......................... ~ 0.01ms
  2026-09-12 00:44:17 /reception/customers ....................... ~ 500.37ms
  2026-09-12 00:44:17 /reception/stats ............................. ~ 0.02ms
  2026-09-12 00:44:17 /reception/expenses .......................... ~ 0.01ms
  2026-09-12 00:44:17 /reception/partners .......................... ~ 0.01ms
  2026-09-12 00:44:17 /reception/notifications ................... ~ 500.36ms
  2026-09-12 00:44:17 /reception/lookup ............................ ~ 0.02ms
  2026-09-12 00:44:17 /department .................................. ~ 0.02ms
  2026-09-12 00:44:17 /department/requests ......................... ~ 0.01ms
  2026-09-12 00:44:18 /department/sales .......................... ~ 500.40ms
  2026-09-12 00:44:18 /department/technicians ...................... ~ 0.04ms
  2026-09-12 00:44:18 /department/customers ........................ ~ 0.02ms
  2026-09-12 00:44:18 /department/inventory ........................ ~ 0.01ms
  2026-09-12 00:44:18 /department/financial ...................... ~ 500.37ms
  2026-09-12 00:44:18 /department/notifications .................... ~ 0.02ms
  2026-09-12 00:44:18 /login ....................................... ~ 0.02ms
  2026-09-12 00:44:19 /login ..................................... ~ 500.39ms
  2026-09-12 00:44:19 /reception ................................... ~ 0.02ms
  2026-09-12 00:44:19 /department ................................ ~ 500.34ms
  2026-09-12 00:44:19 /login ....................................... ~ 0.02ms
  2026-09-12 00:44:19 /login ....................................... ~ 0.02ms
  2026-09-12 00:44:20 /reception ................................. ~ 500.45ms
  2026-09-12 00:44:20 /department .................................. ~ 0.03ms
  2026-09-12 00:44:20 /technician .................................. ~ 0.07ms
  2026-09-12 00:44:20 /reception/inventory ......................... ~ 0.03ms
  2026-09-12 00:44:20 /reception/customers ....................... ~ 500.42ms
  2026-09-12 00:44:20 /reception/expenses .......................... ~ 0.02ms
  2026-09-12 00:44:20 /reception/partners .......................... ~ 0.01ms
  2026-09-12 00:44:20 /reception ................................... ~ 0.01ms
  2026-09-12 00:44:20 /reception/inventory ....................... ~ 500.43ms
  2026-09-12 00:44:21 /reception/partners .......................... ~ 0.02ms
  2026-09-12 00:44:21 /reception ................................... ~ 0.01ms
  2026-09-12 00:44:21 /reception/requests/16/notes ................. ~ 0.01ms
  2026-09-12 00:44:21 /reception/requests/16/parts ................. ~ 0.12ms
  2026-09-12 00:44:21 /reception/requests/16 ....................... ~ 0.02ms
  2026-09-12 00:44:21 /reception/expenses .......................... ~ 0.01ms
  2026-09-12 00:44:22 /reception/partners ........................ ~ 500.37ms
  2026-09-12 00:44:22 /department/sales ............................ ~ 0.02ms
  2026-09-12 00:44:22 /department/technicians .................... ~ 500.37ms
  2026-09-12 00:44:27 /login ....................................... ~ 0.12ms
  2026-09-12 00:44:27 /login ..................................... ~ 500.41ms
  2026-09-12 00:44:28 /login ....................................... ~ 0.02ms
  2026-09-12 00:44:28 /login ..................................... ~ 500.37ms
  2026-09-12 00:44:28 /login ....................................... ~ 0.02ms
  2026-09-12 00:44:28 /login ..................................... ~ 500.40ms
  2026-09-12 00:44:29 /reception ................................... ~ 0.02ms
  2026-09-12 00:44:29 /reception/inventory ......................... ~ 0.01ms
  2026-09-12 00:44:29 /reception/customers ....................... ~ 500.39ms
  2026-09-12 00:44:29 /reception/stats ............................. ~ 0.02ms
  2026-09-12 00:44:29 /reception/expenses .......................... ~ 0.02ms
  2026-09-12 00:44:29 /reception/partners .......................... ~ 0.01ms
  2026-09-12 00:44:30 /reception/notifications ................... ~ 500.39ms
  2026-09-12 00:44:30 /reception/lookup ............................ ~ 0.02ms
  2026-09-12 00:44:30 /department .................................. ~ 0.02ms
  2026-09-12 00:44:30 /department/requests ......................... ~ 0.01ms
  2026-09-12 00:44:30 /department/sales .......................... ~ 500.39ms
  2026-09-12 00:44:30 /department/technicians ...................... ~ 0.02ms
  2026-09-12 00:44:30 /department/customers ........................ ~ 0.01ms
  2026-09-12 00:44:31 /department/inventory ...................... ~ 500.41ms
  2026-09-12 00:44:31 /department/financial ........................ ~ 0.02ms
  2026-09-12 00:44:31 /department/notifications .................... ~ 0.03ms
  2026-09-12 00:44:31 /login ....................................... ~ 0.02ms
  2026-09-12 00:44:31 /login ..................................... ~ 500.40ms
  2026-09-12 00:44:31 /reception ................................... ~ 0.02ms
  2026-09-12 00:44:31 /department ................................ ~ 500.38ms
  2026-09-12 00:44:32 /login ....................................... ~ 0.02ms
  2026-09-12 00:44:32 /login ....................................... ~ 0.01ms
  2026-09-12 00:44:32 /reception ................................. ~ 500.38ms
  2026-09-12 00:44:32 /department .................................. ~ 0.02ms
  2026-09-12 00:44:32 /technician .................................. ~ 0.01ms
  2026-09-12 00:44:32 /reception/inventory ......................... ~ 0.01ms
  2026-09-12 00:44:33 /reception/customers ....................... ~ 500.41ms
  2026-09-12 00:44:33 /reception/expenses .......................... ~ 0.02ms
  2026-09-12 00:44:33 /reception/partners .......................... ~ 0.01ms
  2026-09-12 00:44:33 /reception ................................... ~ 0.02ms
  2026-09-12 00:44:33 /reception/inventory ....................... ~ 500.40ms
  2026-09-12 00:44:33 /reception/partners .......................... ~ 0.02ms
  2026-09-12 00:44:33 /reception ................................... ~ 0.02ms
  2026-09-12 00:44:33 /reception/requests/16/notes ............... ~ 500.35ms
  2026-09-12 00:44:34 /reception/requests/16/parts ................. ~ 0.02ms
  2026-09-12 00:44:34 /reception/requests/16 ....................... ~ 0.01ms
  2026-09-12 00:44:34 /reception/expenses .......................... ~ 0.02ms
  2026-09-12 00:44:34 /reception/partners ........................ ~ 500.43ms
  2026-09-12 00:44:34 /department/sales ............................ ~ 0.02ms
  2026-09-12 00:44:34 /department/technicians ...................... ~ 0.01ms
  2026-09-12 00:45:27 / ............................................ ~ 0.13ms
  2026-09-12 00:45:28 /login ..................................... ~ 500.45ms
  2026-09-12 00:45:28 /track ....................................... ~ 0.02ms
  2026-09-12 00:45:28 /reception/partners .......................... ~ 0.02ms
  2026-09-12 00:45:28 /department/financial ........................ ~ 0.02ms
